,bucket,file,column,solver,length,capacity_estimate,power_units,data_sampling,data_quality_score,data_clearness_score,time_shifts,num_clip_points,tz_correction,inverter_clipping,normal_quality_scores,capacity_changes
0,pv.insight.nrel,PVO/PVOutput/29287.csv,Power(W),MOSEK,2.99,2.44,W,5,96.8,17.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/2912.csv,Power(W),MOSEK,5.57,2.71,W,5,96.6,4.5,True,0,1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/30139.csv,Power(W),MOSEK,2.99,3.21,W,5,87.4,24.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/24645.csv,Power(W),MOSEK,3.73,2.5,W,5,90.2,14.1,True,0,0,False,False,True
0,pv.insight.nrel,PVO/PVOutput/31564.csv,Power(W),MOSEK,2.95,4.88,W,5,26.9,4.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31242.csv,Power(W),MOSEK,2.63,7.27,W,15,97.9,45.6,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/28359.csv,Power(W),MOSEK,2.99,6.1,W,5,82.8,9.1,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/28446.csv,Power(W),MOSEK,3.32,1.28,W,5,95.0,19.1,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/30223.csv,Power(W),MOSEK,2.99,3.87,W,5,94.1,25.3,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/29366.csv,Power(W),MOSEK,2.92,7.34,W,15,96.5,46.0,True,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/29838.csv,Power(W),MOSEK,2.93,5.73,W,5,85.7,16.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/30211.csv,Power(W),MOSEK,3.11,10.45,W,5,98.0,24.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/27267.csv,Power(W),MOSEK,3.44,6.32,W,5,98.3,56.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/28146.csv,Power(W),MOSEK,2.83,4.96,W,5,95.1,21.0,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31195.csv,Power(W),MOSEK,2.46,6.89,W,5,96.3,44.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/29546.csv,Power(W),MOSEK,3.2,5.68,W,5,90.9,43.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/30126.csv,Power(W),MOSEK,3.0,3.97,W,5,98.4,28.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/30041.csv,Power(W),MOSEK,3.14,4.38,W,5,97.2,52.8,True,1,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/31151.csv,Power(W),MOSEK,2.98,5.1,W,5,67.5,37.9,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/28742.csv,Power(W),MOSEK,2.99,5.38,W,5,75.8,17.1,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/29127.csv,Power(W),MOSEK,1.99,7.19,W,5,55.6,8.8,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31766.csv,Power(W),MOSEK,2.42,3.43,W,5,92.1,47.1,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/29856.csv,Power(W),MOSEK,2.63,0.69,W,5,95.6,20.3,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/29066.csv,Power(W),MOSEK,2.99,6.61,W,5,87.0,20.8,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/30769.csv,Power(W),MOSEK,2.55,4.97,W,5,88.4,24.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33418.csv,Power(W),MOSEK,2.69,5.25,W,5,82.7,45.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31057.csv,Power(W),MOSEK,2.99,15.21,W,5,80.1,14.0,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/32110.csv,Power(W),MOSEK,2.86,5.29,W,5,95.0,20.0,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/28160.csv,Power(W),MOSEK,3.35,9.74,W,5,97.3,20.4,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31883.csv,Power(W),MOSEK,2.9,7.25,W,5,97.2,68.7,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/29120.csv,Power(W),MOSEK,3.24,6.07,W,5,85.3,13.1,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/29890.csv,Power(W),MOSEK,3.15,3.07,W,5,98.2,29.9,True,0,-2,False,True,True
0,pv.insight.nrel,PVO/PVOutput/29813.csv,Power(W),MOSEK,3.1,6.16,W,5,93.5,47.4,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/32426.csv,Power(W),MOSEK,2.84,3.6,W,15,98.7,46.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33002.csv,Power(W),MOSEK,2.75,19.73,W,5,83.1,14.1,False,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/3250.csv,Power(W),MOSEK,2.99,2.81,W,5,93.5,49.6,False,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/31826.csv,Power(W),MOSEK,2.91,14.71,W,15,88.7,20.5,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/28966.csv,Power(W),MOSEK,2.99,5.29,W,5,88.9,50.1,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33118.csv,Power(W),MOSEK,2.52,2.5,W,5,93.5,35.8,True,2,-1,True,False,False
0,pv.insight.nrel,PVO/PVOutput/29757.csv,Power(W),MOSEK,2.99,0.58,W,5,37.5,4.7,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/31134.csv,Power(W),MOSEK,2.99,3.86,W,5,74.7,34.4,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/29004.csv,Power(W),MOSEK,1.75,1.11,W,5,88.7,13.9,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/30650.csv,Power(W),MOSEK,2.99,3.56,W,5,95.4,50.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32827.csv,Power(W),MOSEK,2.76,5.05,W,5,90.2,29.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/29323.csv,Power(W),MOSEK,3.22,3.5,W,5,94.9,18.4,False,0,0,False,False,True
0,pv.insight.nrel,PVO/PVOutput/29712.csv,Power(W),MOSEK,3.1,4.0,W,5,85.6,21.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31164.csv,Power(W),MOSEK,2.94,4.47,W,5,72.9,15.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32217.csv,Power(W),MOSEK,2.63,8.75,W,5,98.4,49.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31715.csv,Power(W),MOSEK,2.92,4.37,W,5,87.5,36.0,True,1,-1,True,False,True
0,pv.insight.nrel,PVO/PVOutput/32448.csv,Power(W),MOSEK,2.77,6.03,W,5,70.1,14.9,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/29938.csv,Power(W),MOSEK,3.15,5.67,W,5,93.3,57.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/34153.csv,Power(W),MOSEK,2.59,4.5,W,5,98.9,51.0,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/30891.csv,Power(W),MOSEK,2.99,3.22,W,5,98.5,50.1,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/30375.csv,Power(W),MOSEK,2.32,6.35,W,5,6.3,1.8,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/34108.csv,Power(W),MOSEK,2.42,8.31,W,5,84.5,41.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32951.csv,Power(W),MOSEK,2.63,3.72,W,5,98.0,46.7,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/30566.csv,Power(W),MOSEK,3.07,2.58,W,5,96.2,49.8,True,1,0,True,True,False
1,pv.insight.nrel,PVO/PVOutput/35075.csv,Power(W),MOSEK,2.29,6.28,W,5,97.0,46.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33832.csv,Power(W),MOSEK,1.04,5.23,W,5,71.9,33.9,False,0,-1,False,False,False
1,pv.insight.nrel,PVO/PVOutput/31540.csv,Power(W),MOSEK,2.95,4.72,W,5,90.5,51.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/29714.csv,Power(W),MOSEK,2.99,117.5,W,5,90.9,9.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33540.csv,Power(W),MOSEK,2.68,5.52,W,5,74.4,14.4,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/3368.csv,Power(W),MOSEK,4.21,1.97,W,5,84.3,49.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32502.csv,Power(W),MOSEK,2.82,4.53,W,5,80.4,40.3,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/30758.csv,Power(W),MOSEK,2.31,3.05,W,5,86.6,44.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33758.csv,Power(W),MOSEK,2.32,2.55,W,5,61.1,35.9,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/33757.csv,Power(W),MOSEK,2.63,6.14,W,5,95.8,47.8,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37023.csv,Power(W),MOSEK,2.27,9.09,W,5,0.0,0.0,False,0,-2,False,False,False
0,pv.insight.nrel,PVO/PVOutput/31601.csv,Power(W),MOSEK,2.78,6.55,W,5,91.8,38.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/34620.csv,Power(W),MOSEK,2.36,5.42,W,15,95.1,19.6,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/31411.csv,Power(W),MOSEK,2.96,3.02,W,5,99.7,48.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33577.csv,Power(W),MOSEK,2.63,2.71,W,5,25.4,1.1,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/30501.csv,Power(W),MOSEK,2.99,4.03,W,5,68.8,27.9,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/36609.csv,Power(W),MOSEK,2.3,5.3,W,5,93.1,20.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31507.csv,Power(W),MOSEK,2.95,5.92,W,5,99.4,19.3,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/33217.csv,Power(W),MOSEK,2.69,7.04,W,5,89.2,21.7,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/3445.csv,Power(W),MOSEK,5.7,5.77,W,5,85.5,22.9,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32533.csv,Power(W),MOSEK,1.39,4.38,W,5,95.5,24.6,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/32684.csv,Power(W),MOSEK,2.39,4.02,W,5,80.9,19.0,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32931.csv,Power(W),MOSEK,2.77,7.3,W,5,95.1,14.4,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/32483.csv,Power(W),MOSEK,2.67,2.0,W,5,98.4,47.4,True,3,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/32313.csv,Power(W),MOSEK,2.85,4.74,W,5,43.9,8.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33520.csv,Power(W),MOSEK,2.68,4.79,W,5,93.9,18.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36066.csv,Power(W),MOSEK,2.17,4.63,W,5,81.4,38.6,True,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/37285.csv,Power(W),MOSEK,2.22,5.58,W,5,92.2,14.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/34495.csv,Power(W),MOSEK,2.56,3.15,W,5,95.6,52.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33122.csv,Power(W),MOSEK,2.75,3.39,W,5,94.5,21.3,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33381.csv,Power(W),MOSEK,2.7,2.77,W,5,98.1,44.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/34877.csv,Power(W),MOSEK,2.48,4.04,W,5,95.4,51.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31263.csv,Power(W),MOSEK,2.98,2.67,W,5,96.4,31.8,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36988.csv,Power(W),MOSEK,2.08,3.05,W,5,97.1,53.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/32274.csv,Power(W),MOSEK,2.85,7.15,W,5,44.7,10.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39332.csv,Power(W),MOSEK,1.99,4.49,W,5,51.4,24.3,True,0,-2,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33203.csv,Power(W),MOSEK,2.73,5.09,W,15,86.1,13.4,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/38558.csv,Power(W),MOSEK,2.12,3.71,W,5,92.2,47.9,True,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/36027.csv,Power(W),MOSEK,1.62,3.11,W,5,86.8,28.0,False,3,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/35563.csv,Power(W),MOSEK,2.41,6.97,W,5,92.3,18.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38138.csv,Power(W),MOSEK,1.99,6.71,W,5,78.6,10.0,False,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/33798.csv,Power(W),MOSEK,2.64,5.58,W,5,57.6,0.0,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37423.csv,Power(W),MOSEK,2.18,5.68,W,5,72.0,20.4,False,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/32297.csv,Power(W),MOSEK,2.85,7.3,W,5,89.0,46.6,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/37800.csv,Power(W),MOSEK,2.0,5.69,W,5,40.2,14.4,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38146.csv,Power(W),MOSEK,2.17,6.04,W,5,79.8,39.5,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/3244.csv,Power(W),MOSEK,5.46,7.81,W,5,95.1,20.9,False,4,0,True,False,True
0,pv.insight.nrel,PVO/PVOutput/34176.csv,Power(W),MOSEK,2.58,4.01,W,5,95.5,50.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/31078.csv,Power(W),MOSEK,2.98,4.51,W,5,94.4,49.2,True,0,1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37059.csv,Power(W),MOSEK,2.27,8.93,W,5,63.3,29.2,False,1,-1,True,False,False
0,pv.insight.nrel,PVO/PVOutput/33774.csv,Power(W),MOSEK,2.64,2.56,W,15,94.2,50.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36883.csv,Power(W),MOSEK,2.34,3.82,W,5,37.9,16.5,True,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/33435.csv,Power(W),MOSEK,2.71,3.49,W,5,97.4,47.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/34136.csv,Power(W),MOSEK,2.81,5.5,W,5,98.0,48.2,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/34369.csv,Power(W),MOSEK,2.56,5.01,W,5,95.1,18.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/33797.csv,Power(W),MOSEK,2.64,3.28,W,5,0.1,0.0,False,0,2,False,False,False
0,pv.insight.nrel,PVO/PVOutput/33202.csv,Power(W),MOSEK,2.73,11.16,W,15,86.1,13.9,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/33432.csv,Power(W),MOSEK,2.69,4.77,W,5,92.4,18.2,True,1,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/40074.csv,Power(W),MOSEK,1.95,3.8,W,5,86.1,20.2,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37201.csv,Power(W),MOSEK,2.25,7.03,W,5,84.8,16.6,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/39621.csv,Power(W),MOSEK,1.86,4.53,W,5,96.6,41.5,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38305.csv,Power(W),MOSEK,2.15,1.73,W,5,91.9,49.0,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/39052.csv,Power(W),MOSEK,1.99,4.6,W,5,72.4,27.1,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/40785.csv,Power(W),MOSEK,1.53,4.48,W,5,65.2,36.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36821.csv,Power(W),MOSEK,2.21,4.68,W,5,95.8,41.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40058.csv,Power(W),MOSEK,2.19,5.93,W,5,87.4,47.1,True,2,0,True,True,True
0,pv.insight.nrel,PVO/PVOutput/35735.csv,Power(W),MOSEK,2.36,6.8,W,5,94.0,52.4,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/41080.csv,Power(W),MOSEK,1.81,2.84,W,5,90.7,23.4,False,0,0,False,True,False
2,pv.insight.nrel,PVO/PVOutput/34743.csv,Power(W),MOSEK,2.41,4.97,W,5,96.6,44.5,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38114.csv,Power(W),MOSEK,2.18,7.28,W,5,84.4,47.1,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/35389.csv,Power(W),MOSEK,1.24,4.61,W,5,88.5,47.7,True,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/35073.csv,Power(W),MOSEK,2.7,5.99,W,5,99.8,58.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39333.csv,Power(W),MOSEK,2.04,4.34,W,5,40.7,13.3,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/34655.csv,Power(W),MOSEK,2.52,10.69,W,5,99.5,56.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/37930.csv,Power(W),MOSEK,359.0,6.62,W,5,86.1,40.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36024.csv,Power(W),MOSEK,2.35,11.59,W,5,97.2,45.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40181.csv,Power(W),MOSEK,1.94,4.66,W,5,98.2,47.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36053.csv,Power(W),MOSEK,2.22,10.14,W,5,98.6,55.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/37264.csv,Power(W),MOSEK,2.25,6.29,W,5,74.2,30.2,True,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/3970.csv,Power(W),MOSEK,5.47,3.43,W,5,98.5,56.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38281.csv,Power(W),MOSEK,2.15,5.3,W,5,96.9,51.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/35842.csv,Power(W),MOSEK,2.37,1.97,W,5,99.5,52.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/37616.csv,Power(W),MOSEK,1.92,4.09,W,5,80.3,21.1,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36073.csv,Power(W),MOSEK,2.34,2.59,W,5,87.8,19.2,True,0,-2,False,False,True
0,pv.insight.nrel,PVO/PVOutput/41013.csv,Power(W),MOSEK,1.76,3.94,W,5,90.8,40.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40592.csv,Power(W),MOSEK,1.8,8.16,W,5,64.9,12.0,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/41432.csv,Power(W),MOSEK,1.77,3.25,W,5,97.7,29.1,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/41348.csv,Power(W),MOSEK,1.78,5.94,W,5,98.9,42.2,True,2,0,True,True,True
0,pv.insight.nrel,PVO/PVOutput/35868.csv,Power(W),MOSEK,2.37,5.43,W,5,94.1,13.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39510.csv,Power(W),MOSEK,1.99,6.25,W,10,95.6,55.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42244.csv,Power(W),MOSEK,1.67,9.55,W,5,67.7,11.8,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39010.csv,Power(W),MOSEK,1.21,8.44,W,5,99.3,56.9,True,3,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42008.csv,Power(W),MOSEK,1.68,5.47,W,5,94.8,47.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36703.csv,Power(W),MOSEK,2.29,4.67,W,5,97.4,53.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/34662.csv,Power(W),MOSEK,2.72,2.95,W,5,94.6,48.2,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/41732.csv,Power(W),MOSEK,1.67,5.79,W,5,98.4,44.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/41168.csv,Power(W),MOSEK,1.8,3.14,W,5,98.2,56.9,False,1,0,True,True,True
0,pv.insight.nrel,PVO/PVOutput/37435.csv,Power(W),MOSEK,1.99,1.87,W,5,81.7,42.0,False,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/35438.csv,Power(W),MOSEK,2.42,8.66,W,5,95.8,47.6,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40062.csv,Power(W),MOSEK,1.95,5.36,W,5,96.8,25.4,True,0,-2,False,True,True
0,pv.insight.nrel,PVO/PVOutput/34296.csv,Power(W),MOSEK,2.58,5.44,W,5,90.5,47.8,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37117.csv,Power(W),MOSEK,2.26,16.95,W,5,97.9,28.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/41910.csv,Power(W),MOSEK,1.71,16.98,W,5,92.5,16.5,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/40188.csv,Power(W),MOSEK,1.95,7.69,W,5,82.4,11.4,False,2,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/42560.csv,Power(W),MOSEK,1.62,13.09,W,5,97.0,9.5,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/38238.csv,Power(W),MOSEK,2.16,4.59,W,5,97.5,52.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39515.csv,Power(W),MOSEK,1.76,4.34,W,5,56.5,28.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42810.csv,Power(W),MOSEK,1.58,2.81,W,5,91.3,50.7,True,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37366.csv,Power(W),MOSEK,1.72,3.37,W,5,95.4,51.1,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/39181.csv,Power(W),MOSEK,2.0,5.41,W,5,48.0,9.2,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/37169.csv,Power(W),MOSEK,1.78,6.57,W,5,94.3,18.4,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/38503.csv,Power(W),MOSEK,1.99,3.38,W,5,96.2,47.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39857.csv,Power(W),MOSEK,1.95,2.06,W,5,99.0,45.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38175.csv,Power(W),MOSEK,2.14,4.22,W,5,57.9,33.8,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39773.csv,Power(W),MOSEK,1.99,27.33,W,5,14.3,0.0,False,0,0,False,False,False
1,pv.insight.nrel,PVO/PVOutput/42749.csv,Power(W),MOSEK,1.59,15.54,W,5,96.2,27.7,True,0,0,False,True,False
2,pv.insight.nrel,PVO/PVOutput/40888.csv,Power(W),MOSEK,1.84,10.72,W,5,86.2,37.6,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38287.csv,Power(W),MOSEK,2.16,6.59,W,10,93.6,18.3,False,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/42057.csv,Power(W),MOSEK,1.41,4.74,W,5,96.7,41.6,False,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42106.csv,Power(W),MOSEK,1.68,4.78,W,5,86.4,17.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43502.csv,Power(W),MOSEK,1.5,14.6,W,5,97.8,60.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38676.csv,Power(W),MOSEK,1.99,2.62,W,5,76.8,15.7,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42011.csv,Power(W),MOSEK,1.7,3.89,W,5,54.9,17.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42947.csv,Power(W),MOSEK,1.56,6.84,W,5,78.1,27.3,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/42661.csv,Power(W),MOSEK,1.61,5.12,W,5,95.6,46.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42473.csv,Power(W),MOSEK,1.56,6.38,W,5,88.6,17.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/36744.csv,Power(W),MOSEK,2.29,8.01,W,5,97.4,25.3,True,1,-2,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42614.csv,Power(W),MOSEK,1.61,3.58,W,5,95.4,48.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43390.csv,Power(W),MOSEK,1.51,4.03,W,5,97.1,28.4,True,0,-2,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42063.csv,Power(W),MOSEK,1.69,8.43,W,5,96.8,41.7,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42973.csv,Power(W),MOSEK,1.56,7.92,W,5,90.8,45.8,True,2,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/39507.csv,Power(W),MOSEK,1.89,4.18,W,5,90.9,39.5,True,1,-1,True,True,True
0,pv.insight.nrel,PVO/PVOutput/41870.csv,Power(W),MOSEK,1.64,9.45,W,5,58.5,36.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42917.csv,Power(W),MOSEK,1.57,2.46,W,5,95.1,49.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39652.csv,Power(W),MOSEK,1.99,4.83,W,5,97.8,46.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42376.csv,Power(W),MOSEK,1.36,5.23,W,5,96.6,50.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39006.csv,Power(W),MOSEK,2.1,6.0,W,10,75.8,10.3,True,2,-2,True,False,False
0,pv.insight.nrel,PVO/PVOutput/40195.csv,Power(W),MOSEK,1.95,4.81,W,5,93.4,24.2,False,0,0,False,True,False
